"director.id","worker.id","condition","sitename","privacy","avatars","contentrank","usersrank","socnetwork","revenue","agg.result","agg.nopriv","agg.noprivsn","age","edu","hhsize","female","notenglish","hhemploy","employed.f","country","feeds","tabs","norm"
11739,"A1QLWOJ5NC7IEY","Reward–agreement","Kiva",1,1,1,0,0,1,4,3,3,20,"Some college or university-level education, without degree",4,"Female","Never",3,"employed part time","US","Some understanding","Some understanding",FALSE
11740,"AHVGYZ1J7UWR0","Punishment–accuracy","Kiva",1,1,1,1,1,0,5,4,3,23,"College or University-level degree",1,"Male","Rarely",0,"student","US","Some understanding","Full understanding",FALSE
11741,"AXP8O77T5UDAS","Normative Priming","Kiva - Loans that change lives",1,0,0,0,0,0,1,0,0,45,"College or University-level degree",4,"Female","Rarely",1,"employed other","US",NA,"Little understanding",TRUE
11742,"A1S7T3T0A1T0XK","Trust","KIVA",1,1,0,0,1,0,3,2,1,34,"Post-graduate or professional degree",5,"Male","Very often",0,"employed full time","IN","Good understanding","Good understanding",FALSE
11743,"A1R0X2JSYU2GIM","Reward–accuracy","Kiva",1,1,0,0,1,0,3,2,1,21,"High school degree or equivalent",4,"Female","Rarely",1,"employed other","US",NA,"Full understanding",FALSE
11744,"A133N1UVMCL4ON","Cheap talk–normative incentives","Kiva",1,0,1,0,1,0,3,2,1,38,"Some college or university-level education, without degree",1,"Male","Never",0,"employed other","US","Some understanding","Good understanding",FALSE
11745,"A115DN72XP2PDH","Trust","http://www.kiva.org/",1,0,0,0,0,0,1,0,0,23,"College or University-level degree",4,"Male","Sometimes",2,"student","IN","Some understanding","Some understanding",FALSE
11746,"A2XVI6BVPVQDM1","BTS","Kiva",1,1,0,0,0,0,2,1,1,51,"College or University-level degree",3,"Female","Never",0,"employed other","US","Some understanding","Good understanding",FALSE
11749,"AAR68AI5TDB4M","Control","Kiva",0,1,0,0,1,0,2,2,1,22,"College or University-level degree",3,"Female","Very often",1,"unemployed","IN","Good understanding","Full understanding",FALSE
11751,"A2JNTNRUIFSJ5L","Punishment–accuracy","Amazon Mechanical Turk",0,0,0,0,0,0,0,0,0,35,"Post-graduate or professional degree",4,"Female","Very often",1,"domestic spouse","IN",NA,"Some understanding",FALSE
11752,"A3UD5MV49DY92B","Reward–accuracy","Kiva",1,1,0,0,1,0,3,2,1,35,"College or University-level degree",4,"Male","Very often",3,"employed full time","BD","Good understanding","Good understanding",FALSE
11754,"ATL9PFDCX5J5I","Cheap talk–normative incentives","kiva",1,1,0,0,1,1,4,3,2,55,"College or University-level degree",3,"Male","Very often",1,"employed full time","IN","Good understanding","Good understanding",FALSE
11755,"AZ9Y5QIF9DVFH","Cheap talk–normative incentives","Kiva",1,0,0,0,0,0,1,0,0,25,"Some college or university-level education, without degree",4,"Female","Often",1,"domestic spouse","US",NA,"Full understanding",FALSE
11758,"APQ6HSFQE8PBA","Trust","kiva",1,1,1,0,1,1,5,4,3,59,"College or University-level degree",2,"Male","Rarely",0,"employed full time","US","Good understanding","Good understanding",FALSE
11759,"AK2NUCJ7YK0QD","Normative Priming","Kiva",1,1,0,0,1,0,3,2,1,37,"Some college or university-level education, without degree",3,"Female","Rarely",1,"employed full time","US","Good understanding","Good understanding",TRUE
11760,"A2YUVH0YH6C20V","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,25,"College or University-level degree",3,"Female","Sometimes",1,"unemployed","US","Good understanding","Full understanding",FALSE
11761,"A14W56SNTPJXZ6","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,19,"Some college or university-level education, without degree",3,"Male","Sometimes",2,"student","US",NA,"Full understanding",FALSE
11762,"A3F37A7G681F69","Punishment–accuracy","Kiva",1,1,0,0,1,1,4,3,2,30,"College or University-level degree",2,"Female","Sometimes",2,"employed full time","CA","Some understanding","Full understanding",FALSE
11763,"AWRIC2PJ2G08X","Cheap talk–normative incentives","Kiva",1,1,0,0,0,0,2,1,1,22,"College or University-level degree",2,"Female","Sometimes",0,"employed full time","US","Good understanding","Good understanding",FALSE
11764,"AQ3U5P8Y3KPC","Trust","Kiva",1,0,0,0,1,0,2,1,0,30,"High school degree or equivalent",1,"Female","Sometimes",0,"unemployed","US","Some understanding","Good understanding",FALSE
11765,"A1FY6AZ8MVU74A","Reward–agreement","KIVA",1,1,0,0,0,1,3,2,2,34,"College or University-level degree",1,"Female","Very often",0,"employed full time","FR","Good understanding","Good understanding",FALSE
11768,"AQ5AX7JD7Y8F4","Promise-opportunity","Kiva",1,0,1,1,1,1,5,4,3,48,"College or University-level degree",2,"Male","Never",1,"unemployed","US",NA,"Full understanding",FALSE
11769,"A1OBBJ9CXQZPBW","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,25,"College or University-level degree",NA,"Male","9999",NA,"employed part time",NA,NA,NA,FALSE
11771,"A2CTNRH34WDLE7","Betting","http://www.kiva.org/",1,0,0,0,1,0,2,1,0,32,"Some college or university-level education, without degree",4,"Female","Never",1,"employed other","US",NA,"Full understanding",FALSE
11772,"ADS25ZH8D4348","Cheap talk–surveillance","Kiva",1,1,0,0,1,0,3,2,1,22,"College or University-level degree",4,"Male","Never",2,"employed part time","US",NA,"Full understanding",FALSE
11773,"ADSE1OY5LUV45","Humanization","Kiva",1,1,0,0,1,1,4,3,2,22,"Some college or university-level education, without degree",3,"Female","Never",1,"domestic spouse","US","Good understanding","Full understanding",FALSE
11774,"A1AL98RUSJ9AQX","Tournament scoring","Kiva",1,1,0,0,0,1,3,2,2,35,"Some college or university-level education, without degree",4,"Male","Rarely",1,"employed full time","US",NA,"Good understanding",FALSE
11776,"A1972OPHUFCIT4","Betting","Kiva",1,1,0,0,1,0,3,2,1,55,"High school degree or equivalent",4,"Male","Very often",1,"student","TM",NA,"No understanding",FALSE
11777,"AZCIO9U8J4INS","Tournament scoring","Kiva: Loans that change lives",1,1,1,1,0,1,5,4,4,28,"Post-graduate or professional degree",1,"Male","Rarely",0,"employed full time","US","Some understanding","Good understanding",FALSE
11778,"A6BLJ6MRNTXAD","Cheap talk–normative incentives","Kiva",1,1,0,0,1,0,3,2,1,29,"College or University-level degree",3,"Female","Never",1,"employed full time","US","Good understanding","Full understanding",FALSE
11779,"A1ZNNW2DA6RMNQ","BTS","Kiva",1,1,0,0,1,0,3,2,1,19,"Less than a high school degree or equivalent",4,"Female","Rarely",3,"domestic spouse","IN","Good understanding","Some understanding",FALSE
11780,"A1KATR1RMUAMY9","Punishment–accuracy","kiva",0,0,1,1,0,1,3,3,3,NA,"Some college or university-level education, without degree",3,"Male","Very often",1,"unemployed","US","Some understanding","Full understanding",FALSE
11781,"AQING0TGM5YYV","Promise-opportunity","Kiva",1,1,0,0,1,1,4,3,2,22,"College or University-level degree",2,"Female","Never",0,"employed part time","US",NA,"Full understanding",FALSE
11782,"A2R5HI4TSRUFUD","Control","Kiva",1,0,1,1,0,0,3,2,2,19,"High school degree or equivalent",5,"Male","Never",3,"student","GB","Some understanding","Full understanding",FALSE
11783,"A1YTRGGL8PTAWI","Humanization","Kiva",1,0,0,0,0,0,1,0,0,76,"Post-graduate or professional degree",2,"Male","Never",0,"employed part time","US","Some understanding","Some understanding",FALSE
11784,"A2A2932C5F4UVJ","Reward–accuracy","Kiva",1,1,1,1,1,0,5,4,3,21,"Some college or university-level education, without degree",3,"Female","Never",2,"student","US",NA,"Full understanding",FALSE
11785,"AFYRQRAUBEX12","Tournament scoring","Kiva",1,0,0,0,0,0,1,0,0,39,"College or University-level degree",5,"Male","Never",3,"employed full time","US",NA,"Good understanding",FALSE
11786,"A37L3CJFXJC5HN","Reward–agreement","Kiva",1,1,0,0,0,1,3,2,2,40,"College or University-level degree",2,"Female","Sometimes",0,"domestic spouse","US",NA,"Good understanding",FALSE
11787,"AB8EQTYFUBM08","Promise-opportunity","Kiva",1,1,0,0,1,1,4,3,2,20,"Some college or university-level education, without degree",3,"Male","Rarely",0,"student","US",NA,"Full understanding",FALSE
11790,"A39KV29OHN4VBO","Punishment–accuracy","Kiva Loans that change lives.",1,0,0,0,0,0,1,0,0,24,"Some college or university-level education, without degree",5,"Female","Never",0,"employed full time","US","Some understanding","Full understanding",FALSE
11791,"AFQZQKDKJO62W","Cheap talk–surveillance","http://www.kiva.org/",1,0,1,1,0,1,4,3,3,24,"Some college or university-level education, without degree",4,"Male","Very often",1,"student","EC","Some understanding","Full understanding",FALSE
11792,"A3CZCQSJE7B00E","Reward–accuracy","Kiva",1,1,0,0,1,1,4,3,2,27,"Some college or university-level education, without degree",4,"Female","Never",1,"domestic spouse","US",NA,"Good understanding",FALSE
11793,"A8GDOMUHSQ3ES","Reward–agreement","kiva loans that change lives",0,1,0,0,1,0,2,2,1,30,"College or University-level degree",4,"Male","Rarely",0,"employed full time","US",NA,"Full understanding",FALSE
11794,"AF3GCB3K0MLZE","Control","KIVA",0,1,0,0,1,1,3,3,2,25,"College or University-level degree",4,"Male","Very often",2,"student","IN","Good understanding","Some understanding",FALSE
11796,"AIKMX1JZZS62N","Reward–accuracy","towerhobbies",1,0,1,1,0,0,3,2,2,20,"Some college or university-level education, without degree",5,"Male","Very often",3,"employed part time","MX","Good understanding","Good understanding",FALSE
11797,"A1T475SP5QVQ1Y","Control","kiva",1,1,1,1,1,0,5,4,3,27,"Some college or university-level education, without degree",2,"Male","Never",1,"employed full time","US","Some understanding","Full understanding",FALSE
11798,"A2H8EC5JC3IHUU","Normative Priming","Kiva",1,1,0,0,1,0,3,2,1,19,"High school degree or equivalent",6,"Male","Often",2,"student","MK",NA,"Full understanding",TRUE
11799,"A2JRJGYRU8Y9NN","Punishment–agreement","Kiva",1,0,0,0,1,0,2,1,0,27,"Post-graduate or professional degree",4,"Male","Never",0,"employed full time","US",NA,"Full understanding",FALSE
11800,"A2K8SM4DW9AUAH","Punishment–accuracy","Kiva",1,0,0,0,1,0,2,1,0,19,"High school degree or equivalent",5,"Male","Rarely",2,"employed full time","US","Good understanding","Full understanding",FALSE
11801,"AUI1ULRTF5NZY","Promise-opportunity","Kiva",1,1,1,1,1,0,5,4,3,27,"Some college or university-level education, without degree",2,"Female","Never",1,"domestic spouse","US","Good understanding","Full understanding",FALSE
11802,"A2ITJ4Q6ZCQ4VA","Reward–agreement","Kiva",1,1,0,0,1,1,4,3,2,50,"Some college or university-level education, without degree",1,"Female","Never",0,"retired","US","Good understanding","Full understanding",FALSE
11803,"A2LHA4GWMUZIUF","Normative Priming","kiva",1,1,0,0,1,1,4,3,2,23,"Some college or university-level education, without degree",5,"Female","Rarely",2,"student","US",NA,NA,TRUE
11804,"A5G5AO5R55E5Q","Betting","kiva",1,1,0,0,1,1,4,3,2,51,"Some college or university-level education, without degree",3,"Female","Rarely",2,"employed other","US",NA,"Full understanding",FALSE
11806,"A21P6HLJU720YQ","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,40,"Post-graduate or professional degree",1,"Female","Rarely",NA,"unemployed","US",NA,"Little understanding",FALSE
11808,"AKQKA4A6QVBWO","Normative Priming","Kiva",1,0,0,0,1,1,3,2,1,52,"Post-graduate or professional degree",1,"Female","Never",NA,"employed full time","US","Some understanding","Full understanding",TRUE
11809,"A173X9BRJXVE8K","Betting","Kiva",1,1,0,0,1,0,3,2,1,22,"College or University-level degree",2,"Male","Sometimes",1,"unemployed","US",NA,"Full understanding",FALSE
11810,"A3TLHI7JWCCMYE","Humanization","Kiva",1,0,0,0,1,1,3,2,1,56,"College or University-level degree",3,"Female","Often",0,"employed other","US",NA,"Full understanding",FALSE
11811,"A2H1IUXWOUWZHS","Tournament scoring","Kiva",0,0,0,0,0,0,0,0,0,18,"High school degree or equivalent",4,"Male","Often",2,"student","US",NA,"Some understanding",FALSE
11812,"A18DQCZEQ2ILFQ","Trust","Kiva",1,1,0,0,0,0,2,1,1,19,"High school degree or equivalent",4,"Male","Never",3,"student","US",NA,"Good understanding",FALSE
11813,"A2TQGPVEKR99KN","Trust","Kiva",1,1,0,1,0,0,3,2,2,20,"Some college or university-level education, without degree",3,"Female","Rarely",2,"student","US","Good understanding","Good understanding",FALSE
11814,"A2G9CMZSP46T0K","Trust","Kiva",1,0,0,0,0,0,1,0,0,32,"Some college or university-level education, without degree",5,"Male","Often",2,"employed part time","IN",NA,"Full understanding",FALSE
11815,"A2N4G3TE3LA6RM","Solidarity","loans that change lives",1,1,0,0,1,0,3,2,1,27,"College or University-level degree",7,"Female","Very often",2,"employed full time","EC",NA,"Little understanding",FALSE
11816,"A3O3N82H29DZFX","Normative Priming","Kiva",1,1,1,1,0,1,5,4,4,20,"Some college or university-level education, without degree",3,"Male","Never",2,"employed part time","AU","Some understanding","Full understanding",TRUE
11817,"A1313OYIXXUMNM","Humanization","Kiva",1,0,0,0,0,1,2,1,1,22,"College or University-level degree",3,"Male","Never",2,"student","US","Good understanding","Full understanding",FALSE
11818,"A2F0ESHSXCYEYM","BTS","kiva",1,1,1,1,0,0,4,3,3,29,"Post-graduate or professional degree",2,"Female","Rarely",1,"student","US","Good understanding","Good understanding",FALSE
11819,"A1JT9H3F1X1YTP","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,55,"Some college or university-level education, without degree",1,"Female","Never",0,"other","US","Good understanding","Full understanding",NA
11820,"A3FG5P94T3XLJE","Reward–accuracy","Kiva Loans That Change Lives",0,1,0,0,0,1,2,2,2,NA,"College or University-level degree",4,"Female","Sometimes",1,"student","US",NA,"No understanding",FALSE
11821,"A3Q2KOPMRG27I2","BTS","Kiva",1,1,0,0,0,0,2,1,1,24,"Some college or university-level education, without degree",6,"Female","Very often",1,"student","US",NA,"Little understanding",FALSE
11822,"A3FYQZ0DD1XF0P","Reward–accuracy","Kiva",1,1,1,1,1,0,5,4,3,36,"College or University-level degree",3,"Male","Very often",0,"employed full time","RU","Good understanding","Full understanding",FALSE
11823,"A3DKTCO5QICPF9","Normative Priming","kiva",1,1,0,0,1,1,4,3,2,42,"Some college or university-level education, without degree",4,"Female","Rarely",2,"employed full time","US",NA,"Some understanding",TRUE
11824,"A3VYSMGB6K9IB9","Humanization","Kiva - Loans that change lives",1,1,1,1,1,0,5,4,3,31,"Some college or university-level education, without degree",4,"Female","Rarely",1,"student","US",NA,"Full understanding",FALSE
11825,"AA2WLF3WD5DMQ","Solidarity","Kiva",1,1,1,1,1,1,6,5,4,30,"College or University-level degree",4,"Male","Rarely",1,"employed other","US","Good understanding","Full understanding",FALSE
11826,"A126V7EBPVAC4E","Punishment–accuracy","Kiva",1,1,1,1,0,0,4,3,3,24,"Some college or university-level education, without degree",2,"Male","Sometimes",1,"student","US",NA,"Full understanding",FALSE
11828,"A7VX3JTZCAH16","Cheap talk–normative incentives","Kiva",1,0,0,0,0,1,2,1,1,27,"Some college or university-level education, without degree",3,"Female","Sometimes",2,"student","US",NA,"Full understanding",FALSE
11830,"A1GFBQZV7VG30S","Reward–agreement","Kiva",1,1,1,1,1,0,5,4,3,23,"College or University-level degree",2,"Female","Sometimes",0,"employed other","US",NA,"Full understanding",FALSE
11831,"A2KZ4ZVVHYUHMG","Cheap talk–normative incentives","kiva",1,1,0,0,0,0,2,1,1,24,"Some college or university-level education, without degree",1,"Male","Often",0,"employed other","KE",NA,"Full understanding",FALSE
11832,"A1PL9JIHPZ15X","Punishment–agreement","KIVA",1,1,0,0,1,0,3,2,1,39,"College or University-level degree",NA,"Male","Very often",NA,"employed full time","IL",NA,"No understanding",FALSE
11833,"A1A7GRZGMLUOY0","Promise-opportunity","KIVA",1,1,0,0,0,1,3,2,2,29,"College or University-level degree",4,"Female","Rarely",2,"employed part time","TZ","Some understanding","Good understanding",FALSE
11834,"A13YCKN655AZUS","Punishment–accuracy","Kiva",1,1,0,0,1,1,4,3,2,32,"Some college or university-level education, without degree",3,"Female","Never",1,"employed full time","US","Good understanding","Full understanding",FALSE
11835,"A8XTEV2JA6R2X","Control","Kiva",1,0,0,0,1,1,3,2,1,29,"College or University-level degree",2,"Male","Rarely",1,"employed full time","US","Some understanding","Good understanding",FALSE
11836,"A14E0N4318P65U","Humanization","kiva",1,1,0,1,1,1,5,4,3,25,"College or University-level degree",4,"Male","Very often",1,"employed full time","IN","Some understanding","Some understanding",FALSE
11837,"A2V9O3T1BKB92W","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,61,"College or University-level degree",2,"Male","Rarely",0,"retired","US","Good understanding","Good understanding",FALSE
11838,"A1U40NOLAU79SU","Cheap talk–normative incentives","Kiva",1,1,0,0,0,0,2,1,1,25,"College or University-level degree",3,"Male","Very often",1,"employed full time","IN",NA,"Full understanding",FALSE
11839,"APMOO723UMW00","Reward–agreement","Kiva",1,1,1,1,1,0,5,4,3,24,"College or University-level degree",2,"Female","Rarely",1,"employed full time","CA","Some understanding","Full understanding",FALSE
11840,"A3AMHCOXYLOH8Y","Punishment–agreement","Kiva",1,1,1,1,1,1,6,5,4,26,"College or University-level degree",2,"Female","Very often",0,"unemployed","US",NA,"Full understanding",FALSE
11841,"A2N3W1QOFIUYTS","Punishment–accuracy","KIVA",1,0,0,0,0,0,1,0,0,56,"College or University-level degree",1,"Female","Rarely",0,"employed full time","US",NA,"Good understanding",FALSE
11842,"A2Z7TI23MJR2AJ","Humanization","Kiva",1,1,0,0,1,0,3,2,1,24,"College or University-level degree",2,"Male","Never",1,"employed full time","US","Some understanding","Full understanding",FALSE
11843,"A361U8HKZM7UHH","Cheap talk–surveillance","Kiva",1,1,0,0,0,0,2,1,1,19,"Some college or university-level education, without degree",8,"Female","Rarely",2,"employed part time","US","Good understanding","Good understanding",FALSE
11844,"AW7I4QL2SZL73","Punishment–agreement","Kiva",1,0,1,1,0,0,3,2,2,27,"Some college or university-level education, without degree",4,"Male","Often",2,"employed full time","GT","Good understanding","Full understanding",FALSE
11845,"A37ZLCGHVFA1B3","Normative Priming","google",1,0,0,0,1,1,3,2,1,28,"Some college or university-level education, without degree",5,"Female","Never",0,"employed other","US",NA,"Little understanding",TRUE
11846,"A1Y2KNVM3AB2AN","Betting","&quot;kiva&quot;",1,0,1,1,0,1,4,3,3,28,"Some college or university-level education, without degree",5,"9999","Often",1,"employed full time","IN",NA,"Good understanding",FALSE
11847,"A6RVNPDCJK6FN","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,24,"Post-graduate or professional degree",3,"Male","Very often",1,"student","IN","Good understanding","Good understanding",NA
11848,"A1VOTOGS2SN3MU","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,33,"College or University-level degree",2,"Male","Never",1,"employed full time","US",NA,"Full understanding",NA
11851,"A3B7OG7D6TWVAI","Normative Priming","kiva",1,0,0,0,0,0,1,0,0,27,"Post-graduate or professional degree",4,"Male","Very often",1,"employed full time","IN","Some understanding","Some understanding",TRUE
11852,"A3PC25QEUTRHB7","Trust","kiva",1,1,0,0,0,0,2,1,1,29,"Some college or university-level education, without degree",2,"Female","Never",2,"employed full time","IN",NA,"Good understanding",FALSE
11853,"A35OPXJV84FI4U","Reward–accuracy","Kiva",1,1,0,0,0,0,2,1,1,21,NA,3,"Male","Often",1,"student","IN",NA,"Full understanding",FALSE
11854,"A1JLI82SFKB8L4","BTS","Kova - Loans that change lives",1,1,0,0,0,1,3,2,2,29,"College or University-level degree",4,"Male","Often",1,"employed full time","US","Good understanding","Full understanding",FALSE
11855,"AIS6Y8GF391V6","Humanization","http://www.kiva.org/",1,1,0,0,0,1,3,2,2,23,"Post-graduate or professional degree",3,"Male","Sometimes",1,"employed full time","IN","Good understanding","Good understanding",FALSE
11856,"A3M7VTGRSQFKED","Betting","KIVA",1,1,1,1,0,0,4,3,3,29,"Post-graduate or professional degree",5,"Male","Often",NA,"employed other","IN","Good understanding","Full understanding",FALSE
11857,"ADZ2NF0JPUNHL","Punishment–agreement","Kiva, loans that change lives",1,1,0,0,1,0,3,2,1,36,"Post-graduate or professional degree",3,"Female","Sometimes",1,"employed full time","US",NA,"Good understanding",FALSE
11858,"A4JOLXQZX1MFI","Trust","kiva",0,1,0,0,0,0,1,1,1,30,"College or University-level degree",2,"Male","Sometimes",1,"employed other","IN",NA,"Full understanding",FALSE
11859,"A1T46UNKZ3569L","Cheap talk–surveillance","Kiva",1,1,0,0,1,1,4,3,2,29,"College or University-level degree",3,"Female","Never",2,"employed full time","US",NA,"Full understanding",FALSE
11860,"A2MEBSPZK46GEM","Punishment–accuracy","Kiva",1,0,1,1,0,0,3,2,2,24,"College or University-level degree",2,"Male","Rarely",1,"employed full time","US","Good understanding","Good understanding",FALSE
11862,"AC3X2N75SXO10","Cheap talk–normative incentives","Kiva - Loans that change lives",1,1,0,0,1,0,3,2,1,22,"Some college or university-level education, without degree",2,"Male","Rarely",1,"student","US",NA,"Full understanding",FALSE
11863,"AP327ATXYSJBI","Reward–accuracy","kiva",1,1,0,0,1,0,3,2,1,39,"College or University-level degree",3,"Female","Never",1,"employed full time","US","Some understanding","Some understanding",FALSE
11864,"A36NVOD2BATPL2","Cheap talk–surveillance","Kiva, loans that change lives",1,1,0,0,0,1,3,2,2,33,"College or University-level degree",2,"Female","Never",1,"employed full time","US","Good understanding","Full understanding",FALSE
11865,"A2YAA90FHU5X9J","Control","Kiva",1,1,0,0,1,0,3,2,1,23,"College or University-level degree",3,"Female","Rarely",2,"employed full time","US",NA,"Good understanding",FALSE
11866,"A2W1GVULGLTDE1","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,28,"College or University-level degree",1,"Female","Rarely",0,"employed full time","US","Good understanding","Full understanding",NA
11867,"A14E6UPWZZT7XN","Reward–agreement","Kiva - Loans that Change Lives",1,1,0,0,1,1,4,3,2,44,"College or University-level degree",5,"Male","Never",1,"employed full time","US",NA,"Full understanding",FALSE
11869,"A2CL9NIC11NJT3","Control","Kiva",1,1,0,0,1,0,3,2,1,18,"Less than a high school degree or equivalent",3,"Male","Never",1,"student","US","Some understanding","Some understanding",FALSE
11870,"A2BR4YAFHPQ618","Promise-opportunity","Kiva",0,1,0,0,1,0,2,2,1,22,"College or University-level degree",5,"Female","Often",3,"student","US","Some understanding","Full understanding",FALSE
11871,"ADJC8ODWSX3RR","Reward–agreement","Kiva",1,1,0,1,1,1,5,4,3,28,"Some college or university-level education, without degree",3,"Female","Never",1,"domestic spouse","US",NA,"Full understanding",FALSE
11873,"A175C5R25CI9JE","Betting","Kiva",1,0,1,1,1,0,4,3,2,26,"Some college or university-level education, without degree",3,"Female","Never",1,"unemployed","US","Some understanding","Some understanding",FALSE
11874,"A3A9WD8V6NDQRC","Promise-opportunity","kiva",1,1,0,0,1,0,3,2,1,27,"Some college or university-level education, without degree",7,"Male","Sometimes",2,"employed full time","IN","Some understanding","Some understanding",FALSE
11876,"A1U3UITIB34TWI","Tournament scoring","kiva",1,1,0,0,0,0,2,1,1,29,"Some college or university-level education, without degree",5,"Male","Sometimes",2,"employed full time","IN","Some understanding","Some understanding",FALSE
11877,"A1L48TF27RTGGC","Control","kiva",1,1,0,0,0,0,2,1,1,31,"College or University-level degree",5,"Male","Sometimes",2,"employed full time","IN","Some understanding","Some understanding",FALSE
11878,"A35TTN6TVXSRVA","Promise-opportunity","&quot;kiva&quot;",0,1,0,0,0,0,1,1,1,29,"College or University-level degree",5,"Male","Sometimes",1,"employed full time","IN","Some understanding","Some understanding",FALSE
11879,"A2SEOUC580QR0G","Trust","&quot;kiva&quot;",0,1,0,0,0,1,2,2,2,24,"Some college or university-level education, without degree",6,"Male","9999",2,"employed full time","IN","Some understanding","Some understanding",FALSE
11880,"A1QRPE47OK8194","BTS","&quot;kiva&quot;",1,1,0,0,0,1,3,2,2,27,"Some college or university-level education, without degree",7,"Male","Sometimes",2,"employed full time","IN","Some understanding","Some understanding",FALSE
11881,"A3TUQB3Y5A3RB9","Reward–accuracy","Kiva",1,1,0,0,1,0,3,2,1,32,"Some college or university-level education, without degree",3,"Male","Never",1,"employed full time","US",NA,"Full understanding",FALSE
11883,"A2W6G73VBZ7QQG","BTS","Kiva",1,1,1,0,0,1,4,3,3,20,"College or University-level degree",5,"Female","Often",2,"student","AU",NA,"Full understanding",FALSE
11884,"A3M6VG4VBH1B5B","Control","Kiva",1,1,0,0,0,1,3,2,2,29,"College or University-level degree",5,"Female","Often",3,"employed full time","PH",NA,"Good understanding",FALSE
11885,"A1KZJ7A7ZXX0NE","Normative Priming","Kiva",1,0,0,0,0,0,1,0,0,30,"Post-graduate or professional degree",3,"Female","Often",1,"domestic spouse","US","Some understanding","Good understanding",TRUE
11886,"A1UUGX5UNOU984","Control","kiva",1,1,0,0,1,0,3,2,1,24,"High school degree or equivalent",7,"Male","Sometimes",2,"employed full time","IN",NA,"Little understanding",FALSE
11887,"A3VWYVMUQFQSQX","Tournament scoring","kiva",0,0,0,0,0,1,1,1,1,NA,"High school degree or equivalent",5,"Male","Sometimes",3,"employed full time","IN","Some understanding","Some understanding",FALSE
11888,"A2HD5UT1UOUG5X","Humanization","kiva",0,0,0,0,0,1,1,1,1,NA,"Some college or university-level education, without degree",5,"Female","Sometimes",8,"employed full time","IN","Some understanding","Some understanding",FALSE
11889,"APNQDK3W2JEUL","Punishment–agreement","Kiva",1,1,0,0,1,0,3,2,1,18,"High school degree or equivalent",4,"Female","Rarely",1,"student","US",NA,"Full understanding",FALSE
11890,"A5GMU0WL4GLA9","Tournament scoring","kiva",1,1,0,0,1,1,4,3,2,27,"College or University-level degree",4,"Male","Sometimes",1,"employed full time","US","Good understanding","Some understanding",FALSE
11891,"AJZSGGYJEXK6V","Reward–accuracy","kiva",1,1,0,0,0,0,2,1,1,21,"College or University-level degree",5,"Female","Sometimes",3,"student","IN","Some understanding","Good understanding",FALSE
11892,"A2ZAP0W9DM4ZU7","Trust","kiva",1,1,0,0,0,0,2,1,1,NA,"Some college or university-level education, without degree",3,"Male","Sometimes",2,"employed full time","IN","Some understanding","Some understanding",FALSE
11894,"A1HWIJ0SJJBIGW","Reward–agreement","kiva",1,0,1,0,1,1,4,3,2,24,"Post-graduate or professional degree",4,"Male","Often",2,"unemployed","IN","Good understanding","Good understanding",FALSE
11895,"A2A98OJSOVZWMG","Reward–agreement","kiva",0,1,0,0,1,0,2,2,1,19,"Some college or university-level education, without degree",5,"Male","Sometimes",2,"employed part time","IN","Some understanding","Good understanding",FALSE
11896,"A24Y4AITYXY8TN","Control","Kiva",1,0,0,0,0,0,1,0,0,26,"College or University-level degree",5,"Female","Very often",2,"unemployed","IN","Some understanding","Some understanding",FALSE
11897,"A21YEE6MCOQXDR","Cheap talk–normative incentives","Kiva",1,1,0,0,0,0,2,1,1,24,"Post-graduate or professional degree",3,"Male","Often",1,"employed full time","IN","Good understanding","No understanding",FALSE
11898,"A3HZQBS2L66T1K","Trust","Kiva",1,1,1,1,0,0,4,3,3,31,"College or University-level degree",1,"Female","Never",0,"employed full time","US","Good understanding","Full understanding",FALSE
11899,"AJ23FHFN6V60D","Betting","Kiva",1,1,1,1,1,0,5,4,3,29,"College or University-level degree",2,"Male","Very often",1,"employed full time","MK",NA,"Full understanding",FALSE
11900,"A8R86V3K6H93N","Humanization","Kiva",1,1,0,0,1,0,3,2,1,26,"Post-graduate or professional degree",3,"Male","Very often",1,"employed full time","IN","Good understanding","Full understanding",FALSE
11901,"A1GCH8LGLDJXKV","Humanization","Kiva",1,1,0,0,0,0,2,1,1,28,"College or University-level degree",4,"Male","Rarely",3,"employed full time","IN",NA,"Full understanding",FALSE
11902,"AUS66X22WG6M4","Reward–agreement","kiva - loans that change lives",1,1,0,0,1,1,4,3,2,19,"Some college or university-level education, without degree",3,"Male","Often",2,"employed part time","US",NA,"Full understanding",FALSE
11903,"A1OSS65OA9M8DQ","Normative Priming","Kiva",1,1,0,0,1,1,4,3,2,25,"Some college or university-level education, without degree",1,"Male","Very often",0,"student","NL",NA,"Full understanding",TRUE
